x,y,z,dim_x,dim_y,dim_z
0.538930644257,0.421813976157,0.106650645745,0.06,0.06,0.06
0.507463875264,0.328569390024,0.104401731132,0.06,0.06,0.06
0.683114173876,0.202973911991,0.199197921526,0.06,0.06,0.06
0.61151086691,0.493039691262,0.0999205396108,0.06,0.06,0.06
0.463830204283,0.28423162062,0.198602895203,0.06,0.06,0.06
0.304506126999,0.025434515676,0.175729675638,0.06,0.06,0.06
0.258802921699,0.499153863823,0.00267338914968,0.06,0.06,0.06
0.638199022076,0.0613482623137,0.0879966619134,0.06,0.06,0.06
0.360198344464,0.43140166683,0.0767694991394,0.06,0.06,0.06
0.622708480897,0.0881780588188,0.13675985779,0.06,0.06,0.06
0.305395285743,0.10431898443,0.0107927004426,0.06,0.06,0.06
0.528990027134,0.233859895475,0.0486939227986,0.06,0.06,0.06
0.508548441503,0.0616268723949,0.0108126395738,0.06,0.06,0.06
0.484303940155,0.493676082803,0.149117574371,0.06,0.06,0.06
0.556170839021,0.401265060595,0.025021808336,0.06,0.06,0.06
0.624765180063,0.506233470472,0.038904558768,0.06,0.06,0.06
0.676840807324,0.266321725219,0.197891985077,0.06,0.06,0.06
0.626169438212,0.217808491561,0.162742804853,0.06,0.06,0.06
0.352191407774,0.286974526206,0.0451551376219,0.06,0.06,0.06
0.388476925433,0.368509546479,0.0614546258151,0.06,0.06,0.06
0.353350075623,0.0322347335898,0.0170492674612,0.06,0.06,0.06
0.374851106188,0.0205405303771,0.0958027115761,0.06,0.06,0.06
0.696229293742,0.437646040816,0.138060512133,0.06,0.06,0.06
0.555711449477,0.253772414678,0.121853880934,0.06,0.06,0.06
0.549607866333,0.222477091341,0.176448727504,0.06,0.06,0.06
0.613856975546,0.278794895908,0.0195648045762,0.06,0.06,0.06
0.275694374795,0.465664452376,0.0177310840436,0.06,0.06,0.06
0.54299536061,0.214005725526,0.0894886987928,0.06,0.06,0.06
0.636871599885,0.39774180919,0.189759390781,0.06,0.06,0.06
0.622532870108,0.398449743935,0.103763443882,0.06,0.06,0.06
0.400285406759,0.247487540682,0.0588675290975,0.06,0.06,0.06
0.674218808305,0.32058572811,0.180519743503,0.06,0.06,0.06
0.662925187493,0.409650989562,0.0412730856951,0.06,0.06,0.06
0.393469207878,0.237314538796,0.150022535891,0.06,0.06,0.06
0.61934620074,0.407070862289,0.0150888193688,0.06,0.06,0.06
0.668163781325,0.537603917111,0.018109781846,0.06,0.06,0.06
0.322106278198,0.10120092764,0.123000670053,0.06,0.06,0.06
0.68381766998,0.454873747737,0.158301014913,0.06,0.06,0.06
0.626058839909,0.263408481477,0.0551045127804,0.06,0.06,0.06
0.307877283994,0.276556398267,0.0477239909636,0.06,0.06,0.06
0.60328029874,0.528387254527,0.0695989606582,0.06,0.06,0.06
0.596769944901,0.182693046809,0.0125701464571,0.06,0.06,0.06
0.440376981105,0.249258332171,0.0300840748037,0.06,0.06,0.06
0.413157168388,0.546929092947,0.127399382888,0.06,0.06,0.06
0.518612657357,0.547814768807,0.0130711130401,0.06,0.06,0.06
0.661319069242,0.241588399065,0.0364391473112,0.06,0.06,0.06
0.44413144052,0.0196119918586,0.00357325069593,0.06,0.06,0.06
0.47051296715,0.460157532816,0.159338787777,0.06,0.06,0.06
0.46663932663,0.0989942860073,0.100669923607,0.06,0.06,0.06
0.526339296116,0.0354415934343,0.181269954248,0.06,0.06,0.06
