x,y,z,dim_x,dim_y,dim_z
0.4998857393,0.125394677223,0.124874975561,0.06,0.06,0.06
0.510348871599,0.351326152035,0.1907219486,0.06,0.06,0.06
0.57296068323,0.307697710347,0.0510033553997,0.06,0.06,0.06
0.254849492552,0.315073229543,0.0375513393302,0.06,0.06,0.06
0.592273237475,0.343202717497,0.147522907876,0.06,0.06,0.06
0.534063628297,0.00376593301325,0.0573859111712,0.06,0.06,0.06
0.648022223205,0.481826570976,0.13960872663,0.06,0.06,0.06
0.576738452195,0.159840150284,0.160553419256,0.06,0.06,0.06
0.397093980473,0.0655024637055,0.0388071884871,0.06,0.06,0.06
0.260996648943,0.513909555339,0.0106597915615,0.06,0.06,0.06
0.563693415605,0.302666252813,0.00910897307963,0.06,0.06,0.06
0.32597027991,0.147399943542,0.0584050670214,0.06,0.06,0.06
0.312265450774,0.164686852405,0.179256496164,0.06,0.06,0.06
0.46874626733,0.0255341248367,0.182400465663,0.06,0.06,0.06
0.432195022131,0.34890648538,0.0518302314301,0.06,0.06,0.06
0.276401766655,0.360151292892,0.156978078446,0.06,0.06,0.06
0.539223928464,0.127377549662,0.170670902201,0.06,0.06,0.06
0.486393566623,0.282571795891,0.173476400591,0.06,0.06,0.06
0.429080964987,0.153514124886,0.11730380082,0.06,0.06,0.06
0.416660292383,0.435832115233,0.0173571374843,0.06,0.06,0.06
0.275799527113,0.466573956531,0.110489853092,0.06,0.06,0.06
0.634635156539,0.336923839208,0.132839168815,0.06,0.06,0.06
0.399478248282,0.10598525915,0.130809368165,0.06,0.06,0.06
0.561964787716,0.515118995338,0.0911114709425,0.06,0.06,0.06
0.337364033725,0.313334641581,0.110615456553,0.06,0.06,0.06
0.542502288102,0.437529398519,0.0397851669769,0.06,0.06,0.06
0.361963387674,0.566669276748,0.0907340713612,0.06,0.06,0.06
0.614345421047,0.306083291421,0.169124298231,0.06,0.06,0.06
0.339917716847,0.545922710305,0.105024933895,0.06,0.06,0.06
0.663142481995,0.207634210488,0.0710106031438,0.06,0.06,0.06
0.553367337048,0.0435104871721,0.0575378902413,0.06,0.06,0.06
0.400432028017,0.0709817634604,0.12175432033,0.06,0.06,0.06
0.398584150724,0.137904907902,0.00346793858514,0.06,0.06,0.06
0.288194063787,0.129442556953,0.172049227247,0.06,0.06,0.06
0.676149121256,0.574562508058,0.0198608227972,0.06,0.06,0.06
0.529319532297,0.392787895743,0.112063168979,0.06,0.06,0.06
0.622233388387,0.41932407281,0.148600862033,0.06,0.06,0.06
0.430487553125,0.0660070594288,0.00182626415556,0.06,0.06,0.06
0.341677505312,0.00612120281218,0.0617400675965,0.06,0.06,0.06
0.488776122852,0.516472800742,0.00607470430936,0.06,0.06,0.06
0.452889549976,0.245684742561,0.0473256805847,0.06,0.06,0.06
0.623568170139,0.257500427825,0.194174945962,0.06,0.06,0.06
0.552906317422,0.412240876091,0.0314359296476,0.06,0.06,0.06
0.347086422382,0.0929068872694,0.0126654587468,0.06,0.06,0.06
0.64494697699,0.264168875278,0.0943665029616,0.06,0.06,0.06
0.270968992422,0.0187567520707,0.0668726544736,0.06,0.06,0.06
0.299967014742,0.476455837156,0.0189949821157,0.06,0.06,0.06
0.339833760911,0.547986960599,0.0423001288791,0.06,0.06,0.06
0.682460875471,0.535687729499,0.0923196565064,0.06,0.06,0.06
0.471406769877,0.544170950028,0.0191107165954,0.06,0.06,0.06
0.666077570531,0.0641826535908,0.134060592538,0.06,0.06,0.06
0.473690986273,0.519609813777,0.171495798929,0.06,0.06,0.06
0.362960598898,0.148804664907,0.0118801266121,0.06,0.06,0.06
0.486360267746,0.0725679451573,0.15816591415,0.06,0.06,0.06
0.316550144933,0.158636395701,0.0791263587109,0.06,0.06,0.06
0.633240938742,0.178518879719,0.0753215815083,0.06,0.06,0.06
0.411774959796,0.200108548476,0.0548214503463,0.06,0.06,0.06
0.348885860173,0.368806464431,0.186369763372,0.06,0.06,0.06
0.681966209249,0.496154748263,0.0304483591467,0.06,0.06,0.06
